"angle","temp","azimuth","humidity","species","sex"
4.97419,25.5,254,33,"brito","F"
4.97419,25.5,254,33,"brito","F"
5.06145,25.5,254,33,"brito","M"
5.06145,25.5,254,33,"brito","F"
5.14872,25.5,254,33,"brito","M"
5.14872,25.5,254,33,"brito","M"
5.14872,25.5,254,33,"brito","M"
5.14872,25.5,254,33,"brito","F"
5.14872,25.5,254,33,"brito","F"
5.14872,25.5,254,33,"ND","J"
5.23599,25.5,254,33,"brito","F"
5.23599,25.5,254,33,"brito","F"
5.32325,25.5,254,33,"brito","F"
5.32325,25.5,254,33,"brito","F"
5.41052,25.5,254,33,"brito","M"
5.49779,25.5,254,33,"brito","M"
5.49779,25.5,254,33,"brito","M"
5.49779,25.5,254,33,"brito","M"
5.49779,25.5,254,33,"brito","M"
5.58505,25.5,254,33,"brito","M"
5.58505,25.5,254,33,"brito","F"
5.67232,25.5,254,33,"brito","F"
5.67232,25.5,254,33,"brito","F"
5.75959,25.5,254,33,"brito","M"
5.75959,25.5,254,33,"brito","F"
5.75959,25.5,254,33,"brito","F"
5.84685,25.5,254,33,"brito","M"
5.84685,25.5,254,33,"brito","F"
5.84685,25.5,254,33,"brito","F"
5.93412,25.5,254,33,"brito","F"
6.02139,25.5,254,33,"brito","M"
6.02139,25.5,254,33,"brito","M"
6.10865,25.5,254,33,"brito","F"
6.10865,25.5,254,33,"brito","F"
6.10865,25.5,254,33,"brito","F"
0,25.5,254,33,"brito","F"
0,25.5,254,33,"brito","F"
0.08727,23.1,125,73,"salt","M"
0.87266,23.1,125,73,"salt","M"
1.48353,23.1,125,73,"salt","F"
1.48353,23.1,125,73,"salt","F"
3.49066,23.1,125,73,"salt","M"
3.83972,23.1,125,73,"salt","M"
5.06145,23.1,125,73,"salt","M"
5.49779,23.1,125,73,"salt","M"
0.43633,23.1,125,73,"salt","F"
0.7854,23.1,125,73,"salt","M"
2.79253,23.1,125,73,"salt","F"
3.22886,23.1,125,73,"salt","M"
3.66519,23.1,125,73,"salt","F"
4.01426,23.1,125,73,"salt","M"
4.10152,23.1,125,73,"salt","F"
4.97419,23.1,125,73,"ND","J"
5.58505,23.1,125,73,"salt","M"
6.10865,23.1,125,73,"salt","M"
0.17453,22.9,128,72,"brito","F"
0.7854,22.9,128,72,"brito","M"
0.95993,22.9,128,72,"brito","M"
1.13446,22.9,128,72,"brito","M"
1.13446,22.9,128,72,"brito","M"
2.96706,22.9,128,72,"brito","M"
2.96706,22.9,128,72,"brito","F"
4.45059,22.9,128,72,"brito","M"
4.62512,22.9,128,72,"brito","F"
6.10865,22.9,128,72,"brito","F"
6.19592,22.9,128,72,"brito","F"
4.71239,22.9,128,72,"brito","M"
4.88692,22.9,128,72,"brito","F"
5.14872,22.9,128,72,"brito","F"
5.58505,22.9,128,72,"brito","F"
5.67232,22.9,128,72,"brito","M"
5.67232,22.9,128,72,"brito","F"
0.17453,23.1,136,74,"salt","F"
0.7854,23.1,136,74,"salt","F"
0.95993,23.1,136,74,"salt","F"
1.13446,23.1,136,74,"brito","F"
1.13446,23.1,136,74,"salt","M"
3.49066,23.1,136,74,"salt","M"
4.01426,23.1,136,74,"salt","M"
4.10152,23.1,136,74,"salt","F"
4.71239,23.1,136,74,"salt","M"
0.08727,23.1,136,74,"salt","F"
0.2618,23.1,136,74,"salt","M"
0.43633,23.1,136,74,"ND","J"
0.7854,23.1,136,74,"salt","F"
2.79253,23.1,136,74,"ND","J"
4.62512,23.1,136,74,"salt","M"
4.88692,23.1,136,74,"salt","F"
4.97419,23.1,136,74,"salt","M"
5.06145,23.1,136,74,"salt","M"
5.58505,23.1,136,74,"salt","M"
5.93412,23.1,136,74,"salt","M"
2.96706,23,137,74,"brito","M"
3.66519,23,137,74,"brito","F"
3.75246,23,137,74,"brito","F"
4.18879,23,137,74,"brito","F"
4.36332,23,137,74,"brito","M"
4.45059,23,137,74,"brito","F"
4.62512,23,137,74,"brito","M"
4.97419,23,137,74,"brito","F"
5.14872,23,137,74,"brito","F"
0.43633,23,137,74,"brito","F"
0.5236,23,137,74,"brito","M"
3.83972,23,137,74,"brito","F"
4.45059,23,137,74,"brito","M"
4.62512,23,137,74,"brito","F"
4.71239,23,137,74,"brito","M"
4.88692,23,137,74,"brito","M"
5.06145,23,137,74,"brito","F"
5.14872,23,137,74,"brito","M"
5.49779,23,137,74,"brito","F"
6.02139,23,137,74,"brito","M"
6.19592,23,137,74,"brito","M"
6.19592,23,137,74,"brito","F"
5.06145,23.1,141,74,"salt","M"
5.23599,23.1,141,74,"salt","F"
5.49779,23.1,141,74,"salt","M"
5.49779,23.1,141,74,"salt","M"
5.67232,23.1,141,74,"salt","M"
5.67232,23.1,141,74,"salt","F"
5.75959,23.1,141,74,"salt","M"
5.84685,23.1,141,74,"salt","F"
5.93412,23.1,141,74,"salt","F"
0.43633,23.1,141,74,"ND","J"
3.05433,23.1,141,74,"salt","M"
4.27606,23.1,141,74,"salt","M"
4.62512,23.1,141,74,"salt","M"
4.71239,23.1,141,74,"salt","M"
4.97419,23.1,141,74,"salt","M"
4.97419,23.1,141,74,"salt","M"
5.06145,23.1,141,74,"salt","M"
5.32325,23.1,141,74,"salt","F"
5.67232,23.1,141,74,"salt","F"
5.75959,23.1,141,74,"salt","F"
1.8326,23,146,74,"brito","F"
2.53073,23,146,74,"brito","F"
2.61799,23,146,74,"brito","F"
3.40339,23,146,74,"brito","M"
4.10152,23,146,74,"brito","F"
4.36332,23,146,74,"brito","F"
4.45059,23,146,74,"brito","M"
4.62512,23,146,74,"brito","M"
5.75959,23,146,74,"brito","M"
0,23,146,74,"brito","M"
2.44346,23,146,74,"brito","F"
3.22886,23,146,74,"brito","F"
3.83972,23,146,74,"brito","F"
4.88692,23,146,74,"brito","M"
5.49779,23,146,74,"brito","F"
5.67232,23,146,74,"brito","F"
5.75959,23,146,74,"brito","M"
5.84685,23,146,74,"brito","M"
0.17453,24.1,165,70,"salt","F"
0.5236,24.1,165,70,"salt","M"
0.61087,24.1,165,70,"salt","M"
0.69813,24.1,165,70,"salt","M"
0.7854,24.1,165,70,"salt","F"
1.13446,24.1,165,70,"salt","F"
1.39626,24.1,165,70,"salt","F"
2.0944,24.1,165,70,"salt","F"
1.48353,24.1,165,70,"salt","F"
1.65806,24.1,165,70,"salt","M"
3.40339,24.1,165,70,"brito","F"
5.32325,24.1,165,70,"salt","F"
5.41052,24.1,165,70,"salt","M"
0.2618,23.7,173,72,"brito","F"
1.0472,23.7,173,72,"brito","F"
1.8326,23.7,173,72,"brito","F"
3.14159,23.7,173,72,"brito","M"
3.49066,23.7,173,72,"brito","F"
4.01426,23.7,173,72,"brito","M"
4.71239,23.7,173,72,"brito","M"
5.23599,23.7,173,72,"brito","F"
5.49779,23.7,173,72,"brito","M"
6.02139,23.7,173,72,"salt","F"
3.22886,23.7,173,72,"brito","M"
3.40339,23.7,173,72,"brito","M"
3.66519,23.7,173,72,"brito","F"
3.83972,23.7,173,72,"brito","M"
4.01426,23.7,173,72,"brito","F"
4.36332,23.7,173,72,"brito","F"
4.62512,23.7,173,72,"brito","F"
4.79966,23.7,173,72,"brito","F"
5.32325,23.7,173,72,"brito","F"
0,23.7,173,72,"brito","M"
0.2618,22.7,181,76,"salt","F"
0.34907,22.7,181,76,"salt","M"
2.00713,22.7,181,76,"salt","M"
2.0944,22.7,181,76,"salt","F"
2.35619,22.7,181,76,"salt","F"
3.31613,22.7,181,76,"salt","F"
4.53786,22.7,181,76,"salt","M"
5.41052,22.7,181,76,"salt","F"
5.67232,22.7,181,76,"salt","M"
0.43633,22.7,181,76,"salt","F"
2.53073,22.7,181,76,"salt","F"
3.57792,22.7,181,76,"salt","F"
4.10152,22.7,181,76,"salt","M"
4.27606,22.7,181,76,"salt","M"
4.53786,22.7,181,76,"salt","M"
4.62512,22.7,181,76,"salt","M"
5.14872,22.7,181,76,"salt","F"
5.58505,22.7,181,76,"salt","F"
0.08727,22.2,189,80,"brito","M"
0.87266,22.2,189,80,"brito","F"
4.71239,22.2,189,80,"brito","F"
5.75959,22.2,189,80,"salt","F"
5.93412,22.2,189,80,"brito","F"
0.43633,22.2,189,80,"brito","M"
4.27606,22.2,189,80,"brito","F"
4.27606,22.2,189,80,"brito","F"
4.36332,22.2,189,80,"brito","M"
4.53786,22.2,189,80,"salt","M"
4.79966,22.2,189,80,"brito","F"
5.58505,22.2,189,80,"brito","M"
6.10865,22.2,189,80,"brito","F"
0.17453,22,195,80,"salt","M"
0.17453,22,195,80,"brito","M"
0.34907,22,195,80,"salt","F"
0.43633,22,195,80,"salt","M"
1.8326,22,195,80,"salt","M"
3.31613,22,195,80,"salt","F"
3.66519,22,195,80,"salt","F"
4.01426,22,195,80,"salt","F"
4.10152,22,195,80,"salt","M"
5.06145,22,195,80,"salt","F"
5.41052,22,195,80,"salt","F"
5.41052,22,195,80,"salt","F"
5.41052,22,195,80,"salt","F"
6.10865,22,195,80,"salt","F"
0.08727,22,195,80,"salt","F"
0.34907,22,195,80,"salt","M"
1.8326,22,195,80,"salt","M"
2.00713,22,195,80,"salt","F"
2.61799,22,195,80,"salt","F"
3.66519,22,195,80,"salt","F"
4.01426,22,195,80,"salt","F"
4.10152,22,195,80,"salt","F"
5.75959,22,195,80,"salt","M"
5.84685,22,195,80,"salt","M"
6.10865,22,195,80,"salt","F"
0.17453,22.9,203,74,"salt","F"
0.34907,22.9,203,74,"salt","F"
0.5236,22.9,203,74,"salt","M"
0.5236,22.9,203,74,"brito","M"
0.69813,22.9,203,74,"salt","F"
1.39626,22.9,203,74,"brito","M"
2.00713,22.9,203,74,"brito","F"
5.06145,22.9,203,74,"salt","F"
5.67232,22.9,203,74,"salt","M"
5.67232,22.9,203,74,"brito","M"
5.93412,22.9,203,74,"salt","F"
5.93412,22.9,203,74,"brito","M"
5.93412,22.9,203,74,"brito","F"
3.14159,22.9,203,74,"salt","F"
3.92699,22.9,203,74,"brito","F"
4.01426,22.9,203,74,"salt","F"
4.18879,22.9,203,74,"brito","M"
4.27606,22.9,203,74,"brito","F"
5.23599,22.9,203,74,"brito","M"
5.41052,22.9,203,74,"brito","F"
0,22.9,203,74,"brito","F"
0.08727,23.6,226,68,"salt","F"
0.87266,23.6,226,68,"salt","M"
3.05433,23.6,226,68,"brito","M"
4.36332,23.6,226,68,"salt","M"
4.79966,23.6,226,68,"salt","M"
4.79966,23.6,226,68,"salt","F"
4.88692,23.6,226,68,"salt","M"
5.49779,23.6,226,68,"salt","M"
5.49779,23.6,226,68,"salt","F"
5.58505,23.6,226,68,"salt","M"
5.67232,23.6,226,68,"salt","F"
0.34907,23.6,226,68,"salt","F"
0.5236,23.6,226,68,"salt","F"
2.96706,23.6,226,68,"salt","M"
3.40339,23.6,226,68,"salt","F"
3.57792,23.6,226,68,"salt","M"
3.75246,23.6,226,68,"salt","F"
5.41052,23.6,226,68,"salt","M"
5.49779,23.6,226,68,"salt","M"
0.08727,24.7,229,64,"brito","F"
0.08727,24.7,229,64,"brito","F"
2.35619,24.7,229,64,"brito","F"
4.71239,24.7,229,64,"brito","M"
4.71239,24.7,229,64,"brito","F"
5.23599,24.7,229,64,"brito","F"
5.32325,24.7,229,64,"brito","F"
5.58505,24.7,229,64,"brito","M"
5.67232,24.7,229,64,"brito","F"
5.84685,24.7,229,64,"brito","F"
0.08727,24.7,229,64,"brito","F"
0.34907,24.7,229,64,"brito","F"
4.62512,24.7,229,64,"brito","F"
4.88692,24.7,229,64,"brito","M"
5.14872,24.7,229,64,"salt","M"
5.14872,24.7,229,64,"brito","F"
5.32325,24.7,229,64,"brito","F"
5.58505,24.7,229,64,"brito","F"
5.67232,24.7,229,64,"brito","M"
0.08727,25.6,231,62,"salt","F"
0.34907,25.6,231,62,"salt","M"
0.5236,25.6,231,62,"salt","F"
0.5236,25.6,231,62,"salt","F"
0.87266,25.6,231,62,"salt","F"
0.95993,25.6,231,62,"salt","F"
1.13446,25.6,231,62,"salt","F"
4.45059,25.6,231,62,"salt","F"
4.79966,25.6,231,62,"salt","F"
4.97419,25.6,231,62,"salt","M"
5.06145,25.6,231,62,"salt","M"
3.49066,25.6,231,62,"salt","M"
3.49066,25.6,231,62,"salt","M"
3.49066,25.6,231,62,"salt","F"
4.27606,25.6,231,62,"salt","M"
5.32325,25.6,231,62,"salt","F"
5.41052,25.6,231,62,"salt","F"
5.49779,25.6,231,62,"salt","M"
5.49779,25.6,231,62,"salt","F"
5.84685,25.6,231,62,"salt","F"
5.84685,25.6,231,62,"salt","F"
0,25.6,231,62,"salt","F"
0.08727,25.3,234,64,"brito","M"
2.79253,25.3,234,64,"salt","F"
4.18879,25.3,234,64,"salt","F"
4.71239,25.3,234,64,"brito","M"
4.79966,25.3,234,64,"brito","F"
5.06145,25.3,234,64,"brito","F"
5.32325,25.3,234,64,"brito","M"
5.41052,25.3,234,64,"brito","M"
0,25.3,234,64,"brito","M"
0,25.3,234,64,"brito","M"
0.08727,25.3,234,64,"brito","M"
0.17453,25.3,234,64,"brito","F"
3.40339,25.3,234,64,"salt","F"
4.10152,25.3,234,64,"brito","F"
4.45059,25.3,234,64,"brito","M"
4.71239,25.3,234,64,"brito","M"
5.06145,25.3,234,64,"brito","F"
5.14872,25.3,234,64,"brito","F"
5.84685,25.3,234,64,"brito","F"
5.93412,25.3,234,64,"brito","M"
0.2618,25,236,64,"salt","M"
1.74533,25,236,64,"salt","F"
3.49066,25,236,64,"salt","M"
3.57792,25,236,64,"salt","F"
4.79966,25,236,64,"brito","F"
5.49779,25,236,64,"salt","M"
5.49779,25,236,64,"salt","F"
5.58505,25,236,64,"salt","F"
5.84685,25,236,64,"salt","M"
6.19592,25,236,64,"salt","F"
6.19592,25,236,64,"salt","F"
0.08727,25,236,64,"salt","F"
0.34907,25,236,64,"salt","F"
0.5236,25,236,64,"salt","F"
1.0472,25,236,64,"salt","F"
2.61799,25,236,64,"salt","F"
4.45059,25,236,64,"salt","M"
4.79966,25,236,64,"salt","M"
4.10152,25,236,64,"salt","F"
4.18879,25,236,64,"salt","M"
6.10865,25,236,64,"salt","M"
6.10865,25,236,64,"salt","F"
6.19592,25,236,64,"salt","M"
0.08727,25.8,239,60,"brito","M"
1.5708,25.8,239,60,"brito","M"
1.74533,25.8,239,60,"brito","M"
2.0944,25.8,239,60,"brito","F"
2.18166,25.8,239,60,"brito","M"
2.26893,25.8,239,60,"brito","F"
4.53786,25.8,239,60,"brito","F"
5.14872,25.8,239,60,"salt","M"
5.93412,25.8,239,60,"brito","F"
2.44346,25.8,239,60,"brito","F"
4.01426,25.8,239,60,"brito","F"
4.62512,25.8,239,60,"brito","F"
4.71239,25.8,239,60,"brito","M"
4.88692,25.8,239,60,"brito","F"
5.32325,25.8,239,60,"brito","M"
5.32325,25.8,239,60,"brito","F"
5.58505,25.8,239,60,"brito","F"
5.75959,25.8,239,60,"brito","F"
5.75959,25.8,239,60,"brito","F"
5.75959,25.8,239,60,"brito","F"
6.19592,25.8,239,60,"brito","M"
0.17453,23.7,120,61,"salt","F"
1.0472,23.7,120,61,"salt","F"
2.53073,23.7,120,61,"salt","M"
2.70526,23.7,120,61,"salt","M"
2.70526,23.7,120,61,"salt","F"
3.22886,23.7,120,61,"salt","F"
3.75246,23.7,120,61,"salt","M"
4.01426,23.7,120,61,"salt","F"
5.49779,23.7,120,61,"salt","F"
5.58505,23.7,120,61,"salt","M"
5.84685,23.7,120,61,"salt","M"
0,23.7,120,61,"salt","M"
0.17453,23.7,120,61,"salt","F"
0.69813,23.7,120,61,"salt","F"
0.7854,23.7,120,61,"salt","M"
1.22173,23.7,120,61,"salt","F"
1.8326,23.7,120,61,"salt","F"
2.0944,23.7,120,61,"salt","M"
2.26893,23.7,120,61,"salt","F"
4.36332,23.7,120,61,"salt","M"
5.84685,23.7,120,61,"salt","M"
6.19592,23.7,120,61,"salt","M"
6.19592,23.7,120,61,"salt","F"
0.5236,25.3,123,57,"brito","F"
0.87266,25.3,123,57,"brito","M"
4.18879,25.3,123,57,"brito","F"
4.36332,25.3,123,57,"brito","F"
5.84685,25.3,123,57,"brito","F"
5.84685,25.3,123,57,"brito","F"
6.10865,25.3,123,57,"brito","M"
0,25.3,123,57,"brito","M"
3.83972,25.3,123,57,"brito","F"
4.01426,25.3,123,57,"brito","F"
4.53786,25.3,123,57,"brito","F"
4.62512,25.3,123,57,"brito","M"
4.88692,25.3,123,57,"brito","M"
5.93412,25.3,123,57,"brito","M"
5.84685,25.3,123,57,"brito","F"
0.08727,25.9,126,55,"salt","M"
0.08727,25.9,126,55,"salt","M"
0.61087,25.9,126,55,"salt","M"
1.39626,25.9,126,55,"salt","M"
1.39626,25.9,126,55,"salt","F"
2.87979,25.9,126,55,"salt","M"
3.22886,25.9,126,55,"salt","M"
3.92699,25.9,126,55,"salt","M"
4.18879,25.9,126,55,"salt","F"
5.49779,25.9,126,55,"salt","M"
6.19592,25.9,126,55,"salt","F"
0.43633,25.9,126,55,"salt","M"
0.5236,25.9,126,55,"salt","M"
0.87266,25.9,126,55,"salt","F"
0.95993,25.9,126,55,"salt","F"
2.00713,25.9,126,55,"salt","F"
2.18166,25.9,126,55,"salt","M"
2.61799,25.9,126,55,"salt","F"
2.70526,25.9,126,55,"salt","M"
3.14159,25.9,126,55,"salt","F"
3.40339,25.9,126,55,"salt","F"
5.41052,25.9,126,55,"salt","F"
0.08727,26.2,128,55,"brito","F"
1.39626,26.2,128,55,"brito","F"
4.45059,26.2,128,55,"brito","M"
5.23599,26.2,128,55,"brito","F"
5.32325,26.2,128,55,"brito","M"
5.41052,26.2,128,55,"brito","F"
6.02139,26.2,128,55,"brito","F"
3.92699,26.2,128,55,"brito","F"
4.45059,26.2,128,55,"brito","M"
5.23599,26.2,128,55,"brito","M"
5.32325,26.2,128,55,"brito","M"
5.32325,26.2,128,55,"brito","F"
5.32325,26.2,128,55,"brito","F"
5.58505,26.2,128,55,"brito","F"
5.75959,26.2,128,55,"brito","M"
5.75959,26.2,128,55,"brito","M"
5.93412,26.2,128,55,"brito","F"
0,26.2,128,55,"brito","F"
0.69813,25.2,131,60,"salt","F"
0.95993,25.2,131,60,"brito","M"
1.74533,25.2,131,60,"salt","M"
2.0944,25.2,131,60,"salt","M"
2.18166,25.2,131,60,"salt","M"
2.44346,25.2,131,60,"salt","F"
3.57792,25.2,131,60,"salt","F"
4.71239,25.2,131,60,"salt","F"
5.14872,25.2,131,60,"salt","M"
0,25.2,131,60,"salt","M"
0.69813,25.2,131,60,"salt","F"
1.309,25.2,131,60,"salt","F"
3.57792,25.2,131,60,"salt","F"
3.83972,25.2,131,60,"salt","F"
4.10152,25.2,131,60,"salt","F"
4.62512,25.2,131,60,"salt","F"
5.23599,25.2,131,60,"salt","M"
5.41052,25.2,131,60,"salt","M"
5.93412,25.2,131,60,"salt","M"
6.10865,25.2,131,60,"salt","F"
0.17453,24.4,135,58,"brito","M"
0.87266,24.4,135,58,"brito","F"
0.95993,24.4,135,58,"brito","F"
1.22173,24.4,135,58,"brito","F"
1.65806,24.4,135,58,"brito","M"
1.8326,24.4,135,58,"brito","F"
2.87979,24.4,135,58,"brito","M"
3.75246,24.4,135,58,"brito","M"
3.83972,24.4,135,58,"brito","F"
3.83972,24.4,135,58,"brito","F"
4.18879,24.4,135,58,"brito","F"
4.27606,24.4,135,58,"brito","F"
4.53786,24.4,135,58,"brito","M"
6.10865,24.4,135,58,"brito","F"
0.2618,24.4,135,58,"brito","M"
0.7854,24.4,135,58,"brito","F"
1.0472,24.4,135,58,"brito","F"
3.66519,24.4,135,58,"brito","M"
3.66519,24.4,135,58,"brito","M"
3.75246,24.4,135,58,"brito","M"
4.10152,24.4,135,58,"brito","M"
4.62512,24.4,135,58,"brito","M"
5.23599,24.4,135,58,"brito","M"
5.41052,24.4,135,58,"brito","F"
5.93412,24.4,135,58,"brito","M"
5.84685,24.4,135,58,"brito","F"
6.10865,24.4,135,58,"brito","M"
6.10865,24.4,135,58,"brito","F"
2.00713,28.1,166,53,"salt","F"
3.40339,28.1,166,53,"salt","M"
3.40339,28.1,166,53,"salt","M"
3.49066,28.1,166,53,"salt","M"
3.49066,28.1,166,53,"salt","F"
4.01426,28.1,166,53,"salt","M"
4.97419,28.1,166,53,"salt","M"
5.58505,28.1,166,53,"salt","M"
6.02139,28.1,166,53,"salt","F"
1.13446,28.1,166,53,"salt","M"
1.74533,28.1,166,53,"salt","F"
2.96706,28.1,166,53,"salt","F"
3.05433,28.1,166,53,"salt","F"
3.31613,28.1,166,53,"salt","F"
3.75246,28.1,166,53,"salt","M"
3.92699,28.1,166,53,"salt","F"
4.27606,28.1,166,53,"salt","F"
4.97419,28.1,166,53,"salt","F"
5.14872,28.1,166,53,"salt","M"
4.10152,27.9,170,53,"brito","M"
4.62512,27.9,170,53,"brito","M"
4.62512,27.9,170,53,"brito","F"
5.23599,27.9,170,53,"brito","M"
5.23599,27.9,170,53,"brito","M"
5.67232,27.9,170,53,"brito","M"
5.93412,27.9,170,53,"brito","M"
5.93412,27.9,170,53,"brito","F"
6.02139,27.9,170,53,"brito","F"
3.14159,27.9,170,53,"brito","F"
4.01426,27.9,170,53,"brito","F"
4.18879,27.9,170,53,"brito","M"
4.71239,27.9,170,53,"brito","M"
4.79966,27.9,170,53,"brito","F"
4.88692,27.9,170,53,"brito","M"
4.97419,27.9,170,53,"brito","M"
5.14872,27.9,170,53,"brito","F"
5.84685,27.9,170,53,"brito","F"
6.10865,27.9,170,53,"brito","M"
2.00713,28,174,52,"salt","F"
2.0944,28,174,52,"salt","M"
2.18166,28,174,52,"salt","M"
2.44346,28,174,52,"salt","F"
2.70526,28,174,52,"salt","M"
2.70526,28,174,52,"salt","F"
2.87979,28,174,52,"salt","M"
3.57792,28,174,52,"salt","M"
3.92699,28,174,52,"salt","F"
4.01426,28,174,52,"salt","M"
0.61087,28,174,52,"salt","F"
2.00713,28,174,52,"salt","F"
2.61799,28,174,52,"salt","F"
2.70526,28,174,52,"salt","F"
2.87979,28,174,52,"salt","F"
2.96706,28,174,52,"salt","F"
3.31613,28,174,52,"salt","F"
3.40339,28,174,52,"salt","M"
3.49066,28,174,52,"salt","F"
3.83972,28,174,52,"salt","M"
4.45059,28.2,178,52,"brito","F"
4.53786,28.2,178,52,"brito","F"
4.71239,28.2,178,52,"brito","M"
4.71239,28.2,178,52,"brito","M"
4.79966,28.2,178,52,"brito","M"
4.88692,28.2,178,52,"brito","M"
5.14872,28.2,178,52,"brito","M"
5.67232,28.2,178,52,"brito","F"
6.02139,28.2,178,52,"brito","M"
6.10865,28.2,178,52,"brito","F"
6.19592,28.2,178,52,"brito","F"
3.22886,28.2,178,52,"brito","M"
3.66519,28.2,178,52,"brito","F"
3.92699,28.2,178,52,"brito","F"
4.10152,28.2,178,52,"brito","F"
4.27606,28.2,178,52,"brito","M"
5.14872,28.2,178,52,"brito","F"
5.23599,28.2,178,52,"brito","M"
5.32325,28.2,178,52,"brito","F"
5.93412,28.2,178,52,"brito","M"
6.10865,28.2,178,52,"brito","M"
6.19592,28.2,178,52,"brito","M"
0,28.2,178,52,"brito","F"
0.87266,28,182,53,"salt","F"
0.95993,28,182,53,"salt","M"
2.44346,28,182,53,"salt","M"
2.53073,28,182,53,"salt","M"
2.61799,28,182,53,"ND","J"
2.79253,28,182,53,"salt","M"
2.79253,28,182,53,"salt","M"
3.40339,28,182,53,"salt","F"
3.49066,28,182,53,"salt","M"
5.93412,28,182,53,"salt","F"
2.26893,28,182,53,"salt","F"
2.35619,28,182,53,"salt","F"
2.87979,28,182,53,"salt","M"
3.05433,28,182,53,"salt","F"
3.22886,28,182,53,"salt","M"
3.40339,28,182,53,"salt","M"
4.01426,28,182,53,"salt","F"
5.14872,28,182,53,"salt","M"
5.32325,28,182,53,"salt","M"
6.19592,28,182,53,"salt","F"
0.43633,27.7,187,54,"brito","M"
1.8326,27.7,187,54,"brito","F"
1.8326,27.7,187,54,"brito","F"
2.87979,27.7,187,54,"brito","F"
3.14159,27.7,187,54,"ND","J"
5.06145,27.7,187,54,"brito","M"
5.84685,27.7,187,54,"brito","F"
5.84685,27.7,187,54,"brito","F"
5.93412,27.7,187,54,"brito","M"
5.93412,27.7,187,54,"brito","F"
6.02139,27.7,187,54,"brito","F"
0.17453,27.7,187,54,"brito","F"
0.95993,27.7,187,54,"brito","M"
3.92699,27.7,187,54,"brito","M"
4.71239,27.7,187,54,"brito","F"
4.88692,27.7,187,54,"brito","M"
4.97419,27.7,187,54,"brito","F"
5.41052,27.7,187,54,"brito","M"
5.58505,27.7,187,54,"brito","M"
0.61087,25.8,223,56,"salt","F"
2.35619,25.8,223,56,"salt","M"
2.61799,25.8,223,56,"salt","M"
2.70526,25.8,223,56,"salt","M"
2.70526,25.8,223,56,"salt","F"
3.22886,25.8,223,56,"salt","F"
3.49066,25.8,223,56,"salt","F"
3.57792,25.8,223,56,"salt","F"
3.75246,25.8,223,56,"salt","F"
3.75246,25.8,223,56,"salt","F"
3.83972,25.8,223,56,"salt","F"
4.01426,25.8,223,56,"salt","M"
5.41052,25.8,223,56,"salt","M"
0.95993,25.8,223,56,"salt","F"
1.309,25.8,223,56,"salt","F"
1.39626,25.8,223,56,"salt","M"
3.31613,25.8,223,56,"salt","M"
3.40339,25.8,223,56,"salt","M"
3.57792,25.8,223,56,"salt","F"
3.92699,25.8,223,56,"salt","F"
4.10152,25.8,223,56,"salt","M"
4.18879,25.8,223,56,"salt","M"
4.79966,25.8,223,56,"salt","M"
0.17453,25.4,226,61,"ND","J"
0.43633,25.4,226,61,"ND","J"
3.31613,25.4,226,61,"brito","F"
3.92699,25.4,226,61,"ND","J"
4.45059,25.4,226,61,"brito","F"
4.71239,25.4,226,61,"brito","M"
5.23599,25.4,226,61,"ND","J"
5.75959,25.4,226,61,"ND","J"
5.93412,25.4,226,61,"brito","F"
6.10865,25.4,226,61,"ND","J"
6.19592,25.4,226,61,"brito","F"
0.2618,25.4,226,61,"brito","F"
0.5236,25.4,226,61,"ND","J"
1.48353,25.4,226,61,"ND","J"
2.79253,25.4,226,61,"brito","F"
4.71239,25.4,226,61,"brito","F"
4.79966,25.4,226,61,"brito","M"
5.06145,25.4,226,61,"brito","M"
5.67232,25.4,226,61,"brito","M"
6.02139,25.4,226,61,"brito","M"
0.17453,24.6,228,65,"salt","F"
1.22173,24.6,228,65,"salt","F"
1.39626,24.6,228,65,"salt","M"
2.26893,24.6,228,65,"salt","M"
2.53073,24.6,228,65,"salt","M"
2.53073,24.6,228,65,"salt","M"
3.31613,24.6,228,65,"salt","M"
3.75246,24.6,228,65,"salt","M"
4.36332,24.6,228,65,"salt","F"
5.14872,24.6,228,65,"salt","M"
0.61087,24.6,228,65,"salt","M"
0.87266,24.6,228,65,"salt","M"
0.95993,24.6,228,65,"salt","M"
2.70526,24.6,228,65,"salt","M"
2.96706,24.6,228,65,"salt","F"
4.62512,24.6,228,65,"salt","F"
4.79966,24.6,228,65,"salt","F"
4.88692,24.6,228,65,"salt","F"
5.06145,24.6,228,65,"salt","M"
5.32325,24.6,228,65,"salt","F"
0.2618,24.4,231,64,"ND","J"
3.92699,24.4,231,64,"ND","J"
4.18879,24.4,231,64,"brito","F"
4.27606,24.4,231,64,"brito","F"
4.53786,24.4,231,64,"ND","J"
4.88692,24.4,231,64,"brito","F"
4.88692,24.4,231,64,"ND","J"
4.97419,24.4,231,64,"brito","M"
4.97419,24.4,231,64,"ND","J"
5.14872,24.4,231,64,"brito","M"
5.41052,24.4,231,64,"brito","F"
5.49779,24.4,231,64,"brito","F"
5.75959,24.4,231,64,"brito","F"
5.75959,24.4,231,64,"ND","J"
5.84685,24.4,231,64,"ND","J"
0.08727,24.4,231,64,"brito","F"
1.13446,24.4,231,64,"brito","F"
1.22173,24.4,231,64,"brito","F"
